pan_id,phone,cibil_score,total_accounts,active_accounts,total_loan_repayments,timely_loan_repayments,active_credit_cards,total_credit_card_repayments,timely_credit_card_repayments
YLXIC5693V,9667825273,504,3,0,68,30,5,48,30
DOPYR9866E,7828482938,696,7,3,155,117,4,30,13
NCNAX6041C,6237233853,765,3,0,213,120,1,42,19
BDLQF3758L,7387232321,497,13,10,19,19,2,12,12
WBGPG0633Y,8649338665,671,11,7,139,41,5,52,7
NONTH3593T,6794825153,512,2,0,134,116,4,9,5
XRCZL7249V,8684667414,747,8,4,40,23,3,31,24
LZQBF9723Z,9126244234,562,10,7,23,18,5,11,9
OJMCU4485I,6239485451,713,4,0,18,18,4,42,14
ZZEUK8232L,6275575549,800,4,0,227,22,1,39,30
EAHBH0399X,7382483867,731,11,7,170,101,4,12,5
XEARQ1067N,7164285463,669,13,10,153,77,1,59,22
PINDD1702T,6325818596,491,7,3,24,21,1,11,8
UWMKG8970Y,8246291726,554,2,0,50,35,4,54,44
WWFCX4896T,9354448891,718,2,0,208,50,3,56,4
QMIGM3389U,6562883781,830,8,5,157,148,1,19,15
IZQBM3348N,6346427418,533,4,1,170,39,4,38,24
QEEUN4984T,9285191866,768,5,1,35,24,4,25,11
MKABZ9603S,7298268884,756,4,0,125,57,5,42,36
VMNIQ0851Q,8413295477,639,9,6,47,29,5,12,8
MPKYD1878H,6873475352,827,3,0,146,105,5,16,4
LPSMD5576J,8382523662,657,6,2,191,35,4,55,42
AANDN6004R,6482767855,743,11,8,113,36,5,41,9
TKKUX2978X,9934284756,751,9,5,45,25,4,9,4
FSCXR9937V,9484164364,805,5,1,158,150,4,26,6
LAYRV1186W,7585993535,738,11,8,149,86,1,25,19
IFRYO5481S,9583238754,787,6,2,56,45,2,5,4
GAYGL5304H,9214563762,634,4,1,86,75,2,60,50
SMZZJ2954L,7754492826,514,4,0,154,132,1,48,45
QFVEU9401R,9594457661,740,7,3,175,68,5,7,5
BXEDS5023A,9186538735,622,6,3,43,42,2,24,15
CARVF4436X,8532487489,680,3,0,178,128,2,24,6
HJOZL5910R,7585688675,783,12,9,168,45,2,58,15
CNCYC9069M,8726476987,463,7,4,81,59,5,40,20
LWCHQ4118R,7126787617,827,3,0,227,37,5,17,5
CRTTS8376O,6828488388,637,9,5,93,86,2,48,42
UHJGH1979T,6423666866,622,10,6,206,168,5,22,9
WYBKR1532B,7973864798,517,10,6,25,22,1,31,27
PVTIC2239W,8418834757,638,4,0,174,24,5,49,26
KFCRX5549A,9562351715,672,2,0,158,35,2,28,8
AETAE2260Z,7772348667,626,7,4,97,72,3,30,15
ATLRV7523X,9759438448,671,3,0,93,84,1,58,57
KEECS3682N,6723254372,726,5,1,42,23,3,28,7
CJXYR3916J,9326317647,445,7,4,214,74,4,56,6
SNHPX5878H,8225687852,778,7,3,173,49,3,16,7
RNSIB4955W,6897955658,652,3,0,85,24,3,10,8
BVCYG2358Y,6653439864,710,13,9,45,24,4,43,16
TYCJE2220X,9349564267,489,6,2,31,20,4,60,18
VHFJH2352Z,7231584855,709,11,7,194,67,5,21,7
KHIJC8945P,7888853447,512,3,0,101,92,1,22,5
EUQMP3891W,6795859369,644,9,5,91,31,2,47,45
KNAUA6374E,7857653286,431,6,2,125,54,3,51,41
KVYPL7249O,7745722473,612,8,4,101,76,1,22,20
OAPGV3557K,9176598748,569,9,5,175,152,5,37,25
AGPUR7378B,7884836544,485,9,6,150,19,3,5,5
CRLLP3869J,9571545495,773,12,9,127,47,5,35,13
XUZUH1865U,8326585193,400,13,9,88,36,4,34,22
TJIKG1272R,7552822658,615,3,0,141,25,5,23,20
YCJML0032J,7948572443,629,8,4,146,38,2,7,4
EKKEG6332L,6568255622,580,12,9,114,54,1,56,24
JYKTE7834I,8284129713,704,10,7,133,80,3,60,31
TBGMM4877U,6634649723,567,7,3,122,104,1,35,5
UIQQS5200O,6476486136,661,13,9,48,30,4,59,9
INYYZ0698A,8233384182,755,4,0,64,63,5,47,28
XRWRO9377T,9878533633,814,10,7,105,77,1,29,20
FUSOE6553M,7758364848,729,3,0,77,77,5,15,11
AIMJL1942Z,8437768336,412,8,4,226,42,2,60,28
YJLKG9497J,6371967866,811,11,7,177,137,3,11,9
OBIBX3574L,7677127846,540,12,8,159,138,1,33,25
HSCQA6618T,8359372297,762,7,3,81,54,2,41,14
XDHSH8515U,9554382675,515,14,10,22,21,1,9,4
UICDH7093J,6987269334,433,8,5,223,150,5,25,22
QITNV4927G,7967518438,764,2,0,48,28,5,58,28
QAHKV8518I,9636556923,637,6,2,223,167,3,9,6
JJHJE8518P,9994266318,590,4,0,228,100,1,13,10
ISJDX0072S,8512363895,592,11,7,133,133,5,50,38
WUXWX1793K,6528366128,453,12,9,92,48,3,26,7
FNBAI2278F,9273789445,678,6,2,59,26,5,30,22
UFEQE7381T,9325858591,534,7,4,60,43,2,5,4
JWCNY0319V,6361396217,439,3,0,168,102,4,24,7
EDZES7745W,9386483733,534,4,0,62,42,4,39,33
FYLRO7290P,8357664414,502,2,0,202,100,5,51,14
NZTPO0483U,6795461754,798,7,3,52,22,3,9,4
ZRKLR3637U,6257675578,708,3,0,63,47,2,10,7
FDBUY6264A,9564826659,417,2,0,229,203,2,28,20
AOUFP1088H,7631723265,842,13,10,117,108,1,36,26
AUSIL3342L,8386652848,550,5,2,75,63,5,26,8
PFCOR4966Z,9364235247,679,13,9,215,194,2,32,31
AJTXY6740T,6569944752,623,10,7,59,33,4,12,7
ZNCIT1005L,9433894868,689,11,8,18,18,1,29,5
ISTTU3062H,8453799246,433,6,2,71,53,2,35,19
KZMMP7626O,9959172335,468,7,4,239,193,3,17,13
MOBZR3580T,6523668238,415,5,1,191,61,4,35,23
KCOFX6190H,7752576524,660,2,0,52,47,5,7,4
SMIKX6711S,8356655337,593,9,6,225,72,1,48,17
JPBAG8103X,6856246767,509,6,3,112,63,1,28,20
KWJJT0476V,8162439545,531,13,10,165,55,5,22,5
QFEML2114X,7571116318,638,14,10,96,56,1,46,29
MTRPI7381D,6731615947,478,5,1,214,123,5,29,6
OCGWU4954O,7252578926,467,3,0,131,24,3,9,5
QOTFX9355P,6767144366,606,9,6,88,55,4,58,44
PNBID4728Z,7667953848,815,10,6,150,39,3,47,40
CPMHG5212Q,9155755276,761,6,3,111,99,1,34,5
QNIGB6825L,7885353389,784,12,8,236,147,5,30,22
HSKSM2515X,9385383884,721,8,5,128,56,4,52,26
BYVAX1978X,6618374334,632,7,4,215,192,2,55,49
PBRIC3513O,6839741253,718,12,8,73,20,1,50,27
VPHHZ8599D,8817455765,556,5,2,233,217,2,27,17
HPRYP4384G,8385552328,502,9,5,72,32,3,59,27
PLENM4609F,8157478469,622,11,7,30,26,2,27,24
RCMCD8377J,8394377686,428,12,8,138,123,1,30,8
TWAGK3634R,8735145232,682,2,0,97,20,5,39,12
UMPUM9736E,9649891483,805,12,9,147,147,1,42,10
PHRSR5838M,9495687229,707,14,10,77,51,3,20,6
IHDWH3424Y,6162227497,446,11,7,41,33,3,10,6
