acnumber,custid,first_name,last_name,branch_city,account_status,account_typeaccount_activation_date,account_balance,phone,kyc_status,tri_monthly_avg_balance
A01077,C01077,Isla,Bailey,Albuquerque,INACTIVE,SAVINGS,06-07-2001,30915,8413295477,Y,2540
A01263,C01263,Eduardo,Willis,Colorado Springs,ACTIVE,CURRENT,04-07-2001,49166,8337268554,N,4050
A00368,C00368,Rafael,Greene,Tczew,SUSPENDED,DMAT,20-06-2001,16012,6544549731,N,2530
A00697,C00697,Celia,Weldon,Philadelphia,SUSPENDED,DMAT,20-05-2001,31083,8478114161,Y,2696
A01404,C01404,Wendy,Connell,Berlin,ACTIVE,CURRENT,02-05-2001,21420,6474266886,Y,2017
A00862,C00862,Grace,Hunter,Huntsville,ACTIVE,CURRENT,08-04-2001,39084,6923929236,Y,7406
A00646,C00646,Cecilia,Pearson,Minneapolis,ACTIVE,CURRENT,30-03-2001,42233,6662653774,Y,4355
A00704,C00704,Rocco,Plant,Berna,INACTIVE,SAVINGS,19-03-2001,19256,9126244234,N,9962
A00447,C00447,Leilani,Burt,Olmen,INACTIVE,SAVINGS,13-03-2001,33951,8258351282,N,2403
A00827,C00827,Camellia,Alcroft,Santa Ana,ACTIVE,CURRENT,08-03-2001,25910,7543847434,N,8735
A01439,C01439,Eileen,Selby,Cincinnati,SUSPENDED,DMAT,25-02-2001,44355,9181822797,Y,1363
A01421,C01421,Wade,Clayton,Hollywood,SUSPENDED,DMAT,19-02-2001,15118,9477227246,N,8517
A00388,C00388,Kareem,Chandler,Castelvecchio di Rocca Barbena,ACTIVE,CURRENT,14-02-2001,40083,9265668144,N,6713
A00658,C00658,Stacy,Driscoll,Salem,INACTIVE,SAVINGS,10-02-2001,25591,9453468177,Y,8877
A01013,C01013,Harvey,Archer,Hayward,INACTIVE,SAVINGS,02-02-2001,43624,8248674185,Y,1792
A00065,C00065,Chester,Fox,Tranås,ACTIVE,CURRENT,25-01-2001,39923,8522246437,Y,4535
A00665,C00665,Mark,Clark,Lakewood,ACTIVE,CURRENT,05-01-2001,27580,6897326351,Y,2161
A01087,C01087,Rocco,Stone,Las Vegas,SUSPENDED,DMAT,03-01-2001,32224,7433862561,N,5971
A01139,C01139,Matt,Warden,Salt Lake City,INACTIVE,SAVINGS,02-01-2001,47889,6437743546,N,6354
A00889,C00889,Ramon,Niles,Madison,ACTIVE,CURRENT,27-12-2000,31554,9242713657,Y,5129
A00994,C00994,Aisha,Rose,Jersey City,SUSPENDED,DMAT,24-12-2000,45142,6244354584,N,9542
A00149,C00149,Desirae,Whitaker,Penicuik,INACTIVE,SAVINGS,09-12-2000,31030,6681124757,Y,2649
A00449,C00449,Aaron,Hester,Huacho,SUSPENDED,DMAT,07-12-2000,39831,9382376483,Y,6542
A00590,C00590,Abdul,Garner,Memphis,SUSPENDED,DMAT,28-10-2000,18087,6357778767,Y,3594
A01426,C01426,Bristol,Ebbs,Quebec,INACTIVE,SAVINGS,20-10-2000,22247,7754492826,N,9967
A01482,C01482,Clint,Brett,Bucharest,SUSPENDED,DMAT,24-09-2000,27550,8338677636,N,9422
A01105,C01105,Anne,Edler,Albuquerque,SUSPENDED,DMAT,23-09-2000,43240,7654357417,Y,9631
A00232,C00232,Basil,Delaney,Maiduguri,SUSPENDED,DMAT,17-09-2000,46655,9342714274,N,6951
A01363,C01363,Mason,Varndell,Oklahoma City,INACTIVE,SAVINGS,14-09-2000,37551,7934444847,Y,6090
A01498,C01498,Bob,Hastings,Hollywood,INACTIVE,SAVINGS,08-09-2000,46129,8844774484,N,3204
A01251,C01251,Drew,Ring,Cincinnati,SUSPENDED,DMAT,31-08-2000,44361,8283654323,N,3593
A00410,C00410,Selma,Dillon,Mukachevo,INACTIVE,SAVINGS,19-08-2000,40562,7925348722,Y,8156
A01308,C01308,Angelique,Rogers,Louisville,INACTIVE,SAVINGS,26-06-2000,46564,8496891554,Y,8634
A00757,C00757,Carl,Olson,Washington,INACTIVE,SAVINGS,17-06-2000,44224,6737842733,Y,2190
A00849,C00849,Jacob,Gilbert,Fullerton,SUSPENDED,DMAT,17-06-2000,36091,8877951686,Y,8206
A01165,C01165,Jamie,Huggins,Wien,INACTIVE,SAVINGS,14-06-2000,49119,9836324544,Y,1320
A00842,C00842,Beatrice,Woods,Orlando,SUSPENDED,DMAT,10-06-2000,45435,8884214284,Y,5926
A01433,C01433,Christy,Herbert,Lyon,ACTIVE,CURRENT,06-06-2000,32939,8536384859,N,2316
A01329,C01329,Liliana,Wild,Quebec,SUSPENDED,DMAT,26-04-2000,24012,9382255795,N,1927
A00460,C00460,Justin,Reid,Açailândia,ACTIVE,CURRENT,30-03-2000,31562,7883453266,N,4328
A00016,C00016,Ignatius,Wilkerson,Artena,SUSPENDED,DMAT,03-03-2000,23120,7396586927,N,3067
A00623,C00623,Bart,Shields,Miami,INACTIVE,SAVINGS,15-02-2000,36576,8672856145,N,7558
A00741,C00741,Miriam,Becker,Toledo,SUSPENDED,DMAT,13-02-2000,38038,7828993438,Y,8644
A00428,C00428,Dorothy,Herrera,Bihar Sharif,INACTIVE,SAVINGS,28-01-2000,30610,8882948664,N,5698
A00825,C00825,Kieth,Stone,Fullerton,ACTIVE,CURRENT,24-01-2000,34603,6415338768,Y,6827
A00002,C00002,Abigail,Riddle,Choa Chu Kang,ACTIVE,CURRENT,21-01-2000,16653,7686939322,Y,9695
A00790,C00790,Jessica,Yoman,Milano,ACTIVE,CURRENT,21-01-2000,37881,9381712423,Y,5714
A00178,C00178,Minerva,Chavez,King William's Town,SUSPENDED,DMAT,10-01-2000,27812,9765589326,Y,9227
A01489,C01489,Harvey,Fox,Detroit,INACTIVE,SAVINGS,10-01-2000,28736,9663235548,N,5866
A01218,C01218,Liam,Gosling,Worcester,ACTIVE,CURRENT,27-12-1999,22551,9673247824,N,2663
A00980,C00980,Lucy,Harrison,Santa Ana,INACTIVE,SAVINGS,11-12-1999,42516,7676387485,Y,3157
A00320,C00320,Sarah,Munoz,Shenkursk,INACTIVE,SAVINGS,28-11-1999,16016,8653888258,N,3330
A01004,C01004,Liam,Rigg,Kansas City,INACTIVE,SAVINGS,22-11-1999,37445,7354629772,Y,5217
A00311,C00311,Linus,Poole,Huế,INACTIVE,SAVINGS,07-11-1999,37984,8328618247,N,2367
A01318,C01318,Caleb,Nicholls,Escondido,INACTIVE,SAVINGS,05-11-1999,47590,6335539475,N,5589
A00794,C00794,Anais,Mcneill,Fremont,INACTIVE,SAVINGS,20-10-1999,29183,6947587384,Y,6716
A00866,C00866,Erick,Rycroft,Portland,INACTIVE,SAVINGS,13-10-1999,27608,6282258352,Y,8701
A00014,C00014,August,Rutledge,Guápiles,INACTIVE,SAVINGS,24-09-1999,35762,8385552328,Y,2725
A00268,C00268,Jayme,Gill,Paya Lebar,SUSPENDED,DMAT,06-09-1999,48160,6279223277,N,3364
A01345,C01345,Megan,Rowan,Indianapolis,INACTIVE,SAVINGS,26-08-1999,17409,6553695713,N,8451
A00833,C00833,Cedrick,Hope,Rochester,SUSPENDED,DMAT,20-08-1999,43531,6733967786,Y,3831
A00692,C00692,Anabel,Drake,Laredo,ACTIVE,CURRENT,04-08-1999,21178,7526851616,N,1859
A00746,C00746,Chad,Fox,Boston,ACTIVE,CURRENT,04-08-1999,39240,8445266588,Y,3688
A00760,C00760,Julia,Gibbons,Jacksonville,SUSPENDED,DMAT,27-07-1999,20391,7444635668,N,5429
A00468,C00468,Rahim,Vargas,Boryspil,SUSPENDED,DMAT,15-07-1999,33878,7136861846,N,4269
A00912,C00912,Chelsea,Herbert,Seattle,SUSPENDED,DMAT,14-07-1999,40490,6378334277,N,2096
A00700,C00700,Harvey,Thatcher,Las Vegas,ACTIVE,CURRENT,03-07-1999,42067,7542366954,N,1054
A00947,C00947,Martin,Henderson,Zurich,INACTIVE,SAVINGS,02-07-1999,17231,9774342433,N,4493
A00280,C00280,Micah,Cummings,São José,ACTIVE,CURRENT,28-06-1999,35925,9656649765,N,1854
A00033,C00033,Martina,West,Omsk,INACTIVE,SAVINGS,23-06-1999,48995,8173535776,Y,2773
A00440,C00440,Joy,Boyer,Nantes,SUSPENDED,DMAT,15-06-1999,43934,6529569862,N,8748
A01311,C01311,Maribel,Parsons,Madison,SUSPENDED,DMAT,14-06-1999,19819,9386483733,Y,2919
A00815,C00815,Fred,Weldon,Indianapolis,SUSPENDED,DMAT,03-06-1999,43091,7618771647,N,5355
A00205,C00205,Inez,Bullock,Napier,SUSPENDED,DMAT,21-05-1999,34975,8258398252,Y,9878
A01122,C01122,Fred,Jennson,Honolulu,INACTIVE,SAVINGS,19-05-1999,15507,7432842391,N,9138
A01130,C01130,Adeline,Fields,Bakersfield,INACTIVE,SAVINGS,25-04-1999,32565,9655855794,N,9410
A00005,C00005,Leslie,Freeman,Puno,INACTIVE,SAVINGS,21-04-1999,32320,7778665377,Y,8272
A00292,C00292,Nathaniel,Garrett,Hải Dương,INACTIVE,SAVINGS,19-04-1999,38981,9762685862,N,4341
A01245,C01245,Ramon,Logan,Las Vegas,ACTIVE,CURRENT,05-02-1999,31473,8157478469,Y,6273
A00398,C00398,William,Schroeder,Çermik,ACTIVE,CURRENT,27-01-1999,45624,9266656552,Y,2828
A01098,C01098,Sofia,Neal,Madison,SUSPENDED,DMAT,21-01-1999,38879,8186645764,N,4429
A00317,C00317,Emma,Howell,Kotlas,ACTIVE,CURRENT,20-01-1999,40690,8359494884,Y,6665
A00784,C00784,Gil,Kelly,Anaheim,INACTIVE,SAVINGS,13-01-1999,25696,9721444973,N,5934
A01432,C01432,Colleen,Overson,Atlanta,ACTIVE,CURRENT,06-01-1999,49922,8675335768,Y,2383
A00401,C00401,Wynne,Dudley,Surigao City,INACTIVE,SAVINGS,30-12-1998,32430,7332826821,Y,2783
A00763,C00763,Maria,Tanner,Bridgeport,ACTIVE,CURRENT,19-12-1998,16164,8222576278,N,3678
A01444,C01444,Cassandra,Bright,Tulsa,INACTIVE,SAVINGS,18-12-1998,26194,9497861353,Y,2312
A00483,C00483,Brady,Beard,Pervomaisk,INACTIVE,SAVINGS,20-11-1998,40779,7529723653,N,4964
A01359,C01359,Freya,Clark,New York,ACTIVE,CURRENT,19-11-1998,28726,7218983741,Y,5450
A01195,C01195,Havana,Egerton,Nashville,SUSPENDED,DMAT,11-11-1998,43674,9778977896,N,7547
A00725,C00725,Johnathan,Oliver,Portland,SUSPENDED,DMAT,30-10-1998,16956,7387232321,Y,3072
A00822,C00822,Mike,Brennan,Memphis,SUSPENDED,DMAT,29-10-1998,28998,7577356677,Y,1731
A01365,C01365,Mason,Terry,Philadelphia,SUSPENDED,DMAT,22-10-1998,31563,6866587554,N,4251
A00674,C00674,Nicholas,Evans,New York,ACTIVE,CURRENT,30-09-1998,23880,6651737233,Y,2995
A00756,C00756,Logan,Ring,Lakewood,INACTIVE,SAVINGS,30-09-1998,34966,8421797933,N,1737
A01348,C01348,Marvin,Lomax,Madison,SUSPENDED,DMAT,14-09-1998,46838,9762885467,Y,1254
A00584,C00584,Logan,Johnson,Bellevue,ACTIVE,CURRENT,06-09-1998,28178,8886534569,N,9851
A00869,C00869,Erick,Phillips,Portland,SUSPENDED,DMAT,02-09-1998,23622,8236122757,Y,8738
A00129,C00129,Austin,Delaney,San Jose,ACTIVE,CURRENT,17-08-1998,24277,6233126769,Y,5403
A00475,C00475,Kenyon,Blankenship,Việt Trì,SUSPENDED,DMAT,11-07-1998,28565,8262365781,N,4015
A00272,C00272,Chelsea,Hicks,Fusignano,ACTIVE,CURRENT,30-06-1998,29503,8514225375,N,2168
A00324,C00324,Hakeem,Fleming,Elverum,SUSPENDED,DMAT,21-06-1998,47612,8778784635,N,2994
A01475,C01475,Sasha,Widdows,Minneapolis,SUSPENDED,DMAT,16-06-1998,31960,9477896158,Y,5123
A00450,C00450,Leroy,Schneider,Busan,SUSPENDED,DMAT,05-06-1998,47857,6322329278,Y,8784
A01427,C01427,Morgan,Vass,Oklahoma City,INACTIVE,SAVINGS,02-06-1998,39283,6731615947,Y,3095
A00563,C00563,Gil,Snow,Madison,SUSPENDED,DMAT,30-05-1998,43703,9325235918,N,9762
A00930,C00930,Anabelle,Collingwood,Bucharest,SUSPENDED,DMAT,25-05-1998,49616,9649891483,Y,1677
A00079,C00079,Lacy,Hunter,Lugo,SUSPENDED,DMAT,05-05-1998,16028,9616269844,N,5320
A01458,C01458,Lucas,Weasley,Orlando,ACTIVE,CURRENT,28-04-1998,32291,9528682244,N,2336
A00008,C00008,Britanni,Maldonado,Buzenol,SUSPENDED,DMAT,16-04-1998,36800,8953176832,N,1687
A01145,C01145,Alexa,Kirby,Oakland,ACTIVE,CURRENT,11-04-1998,41820,7665636369,Y,8798
A01142,C01142,Sofie,Pratt,Innsbruck,SUSPENDED,DMAT,31-03-1998,45295,9795424837,N,8119
A00202,C00202,Bruno,Branch,Los Mochis,INACTIVE,SAVINGS,11-03-1998,45002,6594662922,Y,1764
A01330,C01330,Harvey,Wise,San Bernardino,SUSPENDED,DMAT,08-03-1998,15964,7571116318,N,3670
A01354,C01354,Rhea,Camden,Louisville,INACTIVE,SAVINGS,07-03-1998,22548,7928668874,N,2007
A01235,C01235,Jessica,Turner,San Diego,ACTIVE,CURRENT,01-03-1998,41471,7234335453,N,2362
A00900,C00900,Russel,Woodcock,Lisbon,INACTIVE,SAVINGS,15-02-1998,17940,6271886465,N,6503
A00093,C00093,Ian,Sandoval,Trivandrum,ACTIVE,CURRENT,13-12-1997,33374,8542477241,Y,5131
A00291,C00291,Hedy,Mckinney,Albi,ACTIVE,CURRENT,10-12-1997,30600,8236384262,N,7650
A00522,C00522,Tiffany,Tate,Ontario,INACTIVE,SAVINGS,05-12-1997,29469,6569372824,Y,9655
A00057,C00057,Harrison,Cortez,Wellingborough,ACTIVE,CURRENT,04-12-1997,46061,8464328855,Y,1969
A00707,C00707,Bernadette,York,Atlanta,SUSPENDED,DMAT,17-11-1997,36369,6569944752,N,8301
A00638,C00638,Shannon,Sawyer,London,ACTIVE,CURRENT,01-11-1997,42732,9488577745,Y,5305
A00022,C00022,Beverly,Chen,Governador Valadares,INACTIVE,SAVINGS,30-10-1997,23019,6263458186,Y,7511
A01387,C01387,Javier,Smith,Los Angeles,ACTIVE,CURRENT,18-10-1997,33045,6544685188,Y,1177
A00813,C00813,Carmella,Preston,Salt Lake City,SUSPENDED,DMAT,06-10-1997,22751,8884567456,Y,9293
A01409,C01409,Eduardo,Rowe,Cincinnati,INACTIVE,SAVINGS,04-10-1997,27926,7665192927,N,9704
A00366,C00366,Illana,York,Weiz,INACTIVE,SAVINGS,17-09-1997,29531,8754453998,Y,9646
A00987,C00987,Nicole,Briggs,Salt Lake City,ACTIVE,CURRENT,09-09-1997,30042,7862142347,N,3776
A00817,C00817,Alan,Jenkins,Tulsa,ACTIVE,CURRENT,22-07-1997,38806,9877643339,Y,3429
A00863,C00863,Marilyn,Irwin,Memphis,ACTIVE,CURRENT,18-07-1997,43964,7944238643,N,6012
A00847,C00847,Macy,Collis,Fullerton,INACTIVE,SAVINGS,09-07-1997,41312,9374171383,N,9442
A00565,C00565,Ivette,Russell,Reno,ACTIVE,CURRENT,07-07-1997,19866,9693439452,Y,7570
A00568,C00568,Hadley,Waterhouse,Garland,INACTIVE,SAVINGS,14-05-1997,37155,8475652544,N,4010
A00837,C00837,Mya,Penn,Omaha,INACTIVE,SAVINGS,12-05-1997,33758,6994123638,Y,3838
A00721,C00721,Elena,Bennett,Tulsa,INACTIVE,SAVINGS,11-05-1997,35899,9948852834,Y,6441
A00089,C00089,Channing,Callahan,Bima,SUSPENDED,DMAT,09-05-1997,41303,8218352824,Y,7402
A00397,C00397,Gay,Crawford,Flekkefjord,ACTIVE,CURRENT,08-05-1997,40384,7758751254,Y,5834
A00212,C00212,Cullen,Short,Wagga Wagga,INACTIVE,SAVINGS,04-05-1997,33356,9163582391,N,7760
A00049,C00049,Miriam,Paul,Guildford,INACTIVE,SAVINGS,16-04-1997,43981,6238496852,Y,2370
A00859,C00859,Paula,Rossi,Louisville,SUSPENDED,DMAT,15-04-1997,38298,6393425243,N,8507
A01084,C01084,Caleb,Wellington,Fremont,INACTIVE,SAVINGS,13-04-1997,41129,8124678653,Y,8798
A00198,C00198,Giselle,Hurley,Bridgeport,SUSPENDED,DMAT,24-03-1997,48161,7778694687,Y,6876
A00305,C00305,Ian,Lucas,Queenstown,SUSPENDED,DMAT,24-03-1997,49215,7634634992,Y,6775
A00097,C00097,Chase,Schroeder,Bạc Liêu,SUSPENDED,DMAT,23-03-1997,34440,8551518959,Y,1686
A00558,C00558,Alessia,Craig,Amarillo,INACTIVE,SAVINGS,13-03-1997,40924,8512363895,Y,5856
A01055,C01055,Barney,Poulton,Fort Lauderdale,ACTIVE,CURRENT,07-03-1997,28917,6242757529,N,2624
A00477,C00477,Griffith,Foley,North-Eastern Islands,SUSPENDED,DMAT,06-03-1997,48627,6699462445,Y,2545
A00081,C00081,Kennan,Bauer,Shaanxi,SUSPENDED,DMAT,27-02-1997,24070,6785894724,Y,8289
A01078,C01078,Sonya,Redfern,Phoenix,SUSPENDED,DMAT,21-02-1997,39013,9423589453,N,9405
A00094,C00094,Hasad,Kaufman,Castelvetere in Val Fortore,INACTIVE,SAVINGS,11-02-1997,38284,6899294651,Y,3685
A00781,C00781,Candace,Verdon,Oakland,ACTIVE,CURRENT,03-02-1997,27299,9546916382,Y,1866
A00381,C00381,Evan,Craig,Charlottetown,ACTIVE,CURRENT,27-12-1996,45631,7545836284,Y,6085
A00130,C00130,Chastity,Gibbs,Terme,INACTIVE,SAVINGS,22-12-1996,16697,7391289978,Y,6481
A00828,C00828,Barney,Shea,Garland,INACTIVE,SAVINGS,15-12-1996,43019,7968831835,N,2375
A01134,C01134,Harriet,Emmott,Madison,SUSPENDED,DMAT,12-12-1996,33937,8821178286,N,2475
A00498,C00498,Kevin,Gamble,Dublin,ACTIVE,CURRENT,07-12-1996,35631,9528548345,Y,5376
A00069,C00069,Madeson,Petersen,Söke,INACTIVE,SAVINGS,16-11-1996,20285,6856817653,Y,2132
A01280,C01280,Carla,Vass,Long Beach,ACTIVE,CURRENT,02-11-1996,42595,9884754834,Y,5877
A01332,C01332,Dakota,May,New Orleans,ACTIVE,CURRENT,22-10-1996,36655,7657855733,Y,2860
A00561,C00561,Ilona,Patel,Jacksonville,SUSPENDED,DMAT,19-10-1996,20816,8438681658,Y,5670
A00192,C00192,Jada,Osborn,Arbroath,ACTIVE,CURRENT,13-10-1996,20728,8573635985,N,5398
A00998,C00998,Bart,Rainford,Irving,INACTIVE,SAVINGS,15-09-1996,15851,8744133798,N,1876
A00325,C00325,Tatiana,Hudson,Şereflikoçhisar,ACTIVE,CURRENT,09-09-1996,43662,7546445111,Y,5205
A00966,C00966,Barry,Porter,Pittsburgh,SUSPENDED,DMAT,09-09-1996,31670,9287822444,N,8843
A00932,C00932,Liam,Wood,Boston,SUSPENDED,DMAT,01-09-1996,34319,7164285463,N,7410
A00841,C00841,Candace,Gilmour,Tulsa,SUSPENDED,DMAT,22-08-1996,27462,6351673641,Y,9830
A00617,C00617,Gabriel,Mcnally,Nashville,SUSPENDED,DMAT,21-08-1996,48648,7432866584,Y,9019
A00358,C00358,Stacy,Michael,Sart-Dames-Avelines,SUSPENDED,DMAT,04-08-1996,48996,7927344275,Y,3774
A01093,C01093,Carl,Price,Reno,INACTIVE,SAVINGS,31-07-1996,45158,6329351756,Y,5788
A01298,C01298,Olivia,Little,Albuquerque,ACTIVE,CURRENT,17-07-1996,42767,7651523432,N,1259
A00267,C00267,Lars,Cherry,Davao City,INACTIVE,SAVINGS,30-06-1996,41283,7381187586,N,8234
A00265,C00265,Bradley,Palmer,Tarnów,INACTIVE,SAVINGS,28-06-1996,28958,9324517669,Y,4314
A00641,C00641,Audrey,Barclay,Honolulu,INACTIVE,SAVINGS,25-06-1996,31957,6376442825,Y,3422
A00059,C00059,Aurora,Fleming,Solihull,INACTIVE,SAVINGS,23-06-1996,25848,7326253474,N,2283
A00767,C00767,Alexia,Addis,Omaha,INACTIVE,SAVINGS,23-06-1996,42485,7642618734,N,2349
A00544,C00544,Leroy,Moss,Oklahoma City,SUSPENDED,DMAT,17-05-1996,37034,9417391818,N,7281
A00992,C00992,Jacob,Russel,Tallahassee,SUSPENDED,DMAT,17-05-1996,45969,6691868485,Y,4607
A01339,C01339,Tara,Hall,Escondido,SUSPENDED,DMAT,08-05-1996,16968,6896453424,Y,2784
A00572,C00572,Boris,Niles,Salem,SUSPENDED,DMAT,18-04-1996,17042,7385557765,N,6107
A00236,C00236,Xaviera,Day,Tual,ACTIVE,CURRENT,14-04-1996,46146,8386787824,N,6670
A00708,C00708,Daron,Benson,Rome,ACTIVE,CURRENT,13-04-1996,45091,6755833455,N,9462
A01011,C01011,Leilani,Stark,Houston,ACTIVE,CURRENT,12-04-1996,37152,6678975623,N,6668
A00432,C00432,Aimee,Weaver,Santander de Quilichao,SUSPENDED,DMAT,21-03-1996,18227,7675676395,N,2363
A01048,C01048,Lara,Page ,St. Louis,INACTIVE,SAVINGS,14-03-1996,15495,9655842386,Y,2324
A00206,C00206,Ivy,Emerson,Guaymas,SUSPENDED,DMAT,09-03-1996,27651,9325521868,Y,5491
A00330,C00330,Demetrius,Cabrera,Aguazul,INACTIVE,SAVINGS,01-03-1996,17227,9594457661,Y,8832
A01376,C01376,Caleb,Tait,Salt Lake City,SUSPENDED,DMAT,03-02-1996,35897,6445734655,Y,5116
A00517,C00517,John,Smith,Kansas City,SUSPENDED,DMAT,12-01-1996,29299,7574698329,Y,7805
A00754,C00754,Renee,Barrett,Long Beach,ACTIVE,CURRENT,29-12-1995,46388,9632886191,Y,1625
A00663,C00663,Chester,Mccormick,Bucharest,ACTIVE,CURRENT,16-12-1995,18579,8692549254,N,8012
A00605,C00605,Clint,Rowe,Minneapolis,INACTIVE,SAVINGS,12-12-1995,27734,6873475352,Y,1844
A00171,C00171,Colt,Landry,Valparaíso de Goiás,SUSPENDED,DMAT,10-12-1995,34533,8461541446,N,3967
A01034,C01034,Valentina,Driscoll,Miami,SUSPENDED,DMAT,09-12-1995,47657,6656685394,N,4572
A00594,C00594,Francesca,Parker,Milwaukee,INACTIVE,SAVINGS,11-11-1995,44769,6737389623,Y,3299
A00350,C00350,Wylie,Soto,Awka,SUSPENDED,DMAT,07-11-1995,20767,8978753648,Y,4137
A00639,C00639,Nicole,Hooper,Minneapolis,INACTIVE,SAVINGS,30-10-1995,15444,6723254372,N,2773
A00323,C00323,Dorothy,Meyers,Fogo,SUSPENDED,DMAT,20-10-1995,16934,8437768336,N,5184
A01051,C01051,Celia,Preston,Arlington,SUSPENDED,DMAT,01-10-1995,40896,7656464535,N,1784
A01123,C01123,Mike,Tyrrell,Salem,SUSPENDED,DMAT,28-09-1995,27227,7512178686,N,5897
A00501,C00501,Oliver,Attwood,Milano,ACTIVE,CURRENT,15-09-1995,46169,6475788656,Y,8346
A00225,C00225,Ferdinand,Mccarthy,Gongju,SUSPENDED,DMAT,12-09-1995,32074,6533773672,Y,2866
A01261,C01261,Julius,Douglas,Venice,ACTIVE,CURRENT,04-09-1995,48349,6854282265,Y,1760
A00480,C00480,Nigel,Garrett,Piotrków Trybunalski,ACTIVE,CURRENT,02-09-1995,30956,6629643398,N,1906
A00799,C00799,Ethan,Spencer,Atlanta,ACTIVE,CURRENT,01-09-1995,39885,9432778863,N,9028
A00550,C00550,Hayden,Stone ,Arlington,INACTIVE,SAVINGS,28-08-1995,37588,9284644562,Y,9984
A00595,C00595,Elisabeth,Hall,Bucharest,INACTIVE,SAVINGS,27-08-1995,45030,7767575747,N,5203
A01170,C01170,Liliana,Corbett,Berlin,SUSPENDED,DMAT,24-08-1995,40799,8673746249,N,3092
A00576,C00576,Lucy,Clark,Salem,INACTIVE,SAVINGS,23-08-1995,42832,7833225668,N,5883
A01310,C01310,Chanelle,Seymour,Sacramento,INACTIVE,SAVINGS,15-08-1995,39996,7378142212,N,3813
A00417,C00417,Kelly,Pitts,Zhejiang,ACTIVE,CURRENT,13-08-1995,29664,8382523662,Y,5254
A00853,C00853,Sadie,Eastwood,Springfield,ACTIVE,CURRENT,06-08-1995,44337,9362453769,Y,9573
A00886,C00886,Savannah,Ellis,Hollywood,SUSPENDED,DMAT,06-08-1995,48720,8817455765,Y,2558
A00124,C00124,Hillary,Goodwin,Çaldıran,SUSPENDED,DMAT,18-07-1995,31763,8146834782,N,3512
A00571,C00571,Christine,Woodley,Bucharest,SUSPENDED,DMAT,13-07-1995,24853,9573562856,N,6287
A00092,C00092,Guy,Mathis,Mo i Rana,ACTIVE,CURRENT,30-06-1995,31981,9982777633,N,4831
A00266,C00266,Dieter,Lamb,Mustafakemalpaşa,INACTIVE,SAVINGS,18-06-1995,46452,9386237283,Y,6211
A00462,C00462,Kiona,Scott,Greymouth,ACTIVE,CURRENT,05-06-1995,20078,9428129852,Y,4838
A00690,C00690,Alexa,Everett,Las Vegas,ACTIVE,CURRENT,08-05-1995,18250,6423426262,Y,8522
A00597,C00597,Hannah,Barclay,Madrid,SUSPENDED,DMAT,24-04-1995,31974,8727942254,Y,4414
A00893,C00893,Britney,Todd,Santa Ana,INACTIVE,SAVINGS,05-03-1995,19369,6743577339,Y,1076
A01023,C01023,Phoebe,Mcguire,Washington,INACTIVE,SAVINGS,21-02-1995,42338,9283382357,N,9593
A00439,C00439,Eaton,Abbott,General Santos,SUSPENDED,DMAT,18-02-1995,18420,6127633163,N,4297
A00383,C00383,Fletcher,Gould,Gwangju,INACTIVE,SAVINGS,09-02-1995,35908,9821436134,N,4905
A00164,C00164,Shay,Yang,Jurong East,ACTIVE,CURRENT,03-02-1995,16450,7272576462,N,2906
A01442,C01442,Holly,Downing,Bakersfield,ACTIVE,CURRENT,01-02-1995,45754,7548693135,N,8722
A01147,C01147,Darlene,Gordon,Prague,INACTIVE,SAVINGS,22-01-1995,23515,7772348667,N,1627
A01000,C01000,Rocco,Warner,Laredo,ACTIVE,CURRENT,08-01-1995,30545,8878546887,Y,7995
A00551,C00551,Ronald,Gordon,Anaheim,INACTIVE,SAVINGS,27-11-1994,47184,7755438384,N,6458
A01463,C01463,Diane,Rigg,New York,INACTIVE,SAVINGS,21-11-1994,24785,6635321483,Y,7500
A00901,C00901,Lucy,Chadwick,Hollywood,INACTIVE,SAVINGS,18-11-1994,25832,6525834245,Y,4459
A00705,C00705,Alexander,Newton,Anaheim,SUSPENDED,DMAT,11-11-1994,42228,8797723471,Y,3171
A00485,C00485,Maya,Hinton,Bellevue,SUSPENDED,DMAT,09-11-1994,38710,6222874483,Y,4125
A01112,C01112,Bernadette,Benfield,Stockton,INACTIVE,SAVINGS,03-11-1994,39190,6482767855,Y,6137
A00787,C00787,Jacob,Ulyatt,Laredo,SUSPENDED,DMAT,27-10-1994,38985,7866638911,N,7523
A00226,C00226,Nomlanga,Atkins,Randfontein,ACTIVE,CURRENT,22-10-1994,28804,7236639513,Y,6948
A00088,C00088,Emma,Kennedy,East Jakarta,SUSPENDED,DMAT,10-10-1994,17759,8175941338,N,6554
A00150,C00150,Katelyn,Malone,Kozhikode,INACTIVE,SAVINGS,03-10-1994,19508,9455873878,Y,5681
A01277,C01277,Johnathan,James,Henderson,SUSPENDED,DMAT,19-09-1994,29422,6521764952,N,8424
A01239,C01239,Denny,Rosenbloom,San Francisco,INACTIVE,SAVINGS,12-09-1994,39431,6541384438,N,3539
A00215,C00215,Laith,Dickerson,Treguaco,SUSPENDED,DMAT,09-09-1994,20409,8237735982,N,5404
A01405,C01405,Mya,Price,Otawa,ACTIVE,CURRENT,03-09-1994,46128,7523673924,N,9618
A00445,C00445,Amir,Eaton,Fort Good Hope,INACTIVE,SAVINGS,30-08-1994,43437,9757632466,Y,3627
