LOAN_ID,BROWERRER_ID,FIRST_NAME,LAST_NAME,DOB,PHONE_NO,EMAIL,PAN_ID,LOAN_TYPE,LOAN_TERM_MONTH,LOAN_AMOUNT,START_DATE,END_DATE,TOTAL_REPAYMENTS,COMPLETED_REPAYMENTS,TIMELY_PAYMENT,LOAN_STATUS,Interest Rate
L00453,B00453,Aurora,Mcmillan,02-11-1986,7795438614,ut.ipsum@aol.org,HPP11SFT7EX,Students Loans,157,5376160,18-03-2011,11-10-2028,143,35,28,Late,7
L00454,B00454,Jakeem,Cortez,23-07-1984,1166084356,morbi.quis.urna@protonmail.org,QLH05GCP0BP,Students Loans,41,5379011,16-12-2019,02-02-2025,38,87,38,Default,7
L00455,B00455,Wylie,Conley,20-10-1985,9214713371,fringilla.porttitor@aol.couk,TBB27RRX5LW,Personal Loans,156,5381862,14-03-2017,17-07-2026,71,19,13,Late,10
L00456,B00456,Martina,Henry,03-05-1983,4838135656,odio@hotmail.net,UGJ35YYD7ZG,Business loans,117,5384713,26-11-2013,25-10-2024,111,2,2,Late,9
L00457,B00457,Melodie,York,21-06-1985,8863182812,bibendum.fermentum@outlook.org,KPW32TAB2XV,Home Loans,155,5387564,19-06-2012,15-03-2025,128,38,30,Performing,6
L00458,B00458,Bruce,Hendrix,31-08-1989,3692822680,eget.dictum.placerat@google.org,WSG08TMK4FV,Personal Loans,45,5390415,25-04-2020,15-07-2025,34,36,29,Performing,7
L00459,B00459,Michael,Chavez,10-10-1985,5095380847,interdum.ligula@yahoo.couk,HPW83DXF9DY,Students Loans,186,5393266,05-01-2016,09-03-2026,82,71,50,Overdue,8
L00460,B00460,Jolie,Lara,07-11-1982,4224982873,tristique.pellentesque@aol.org,JCG42ABD6PG,Business loans,98,5396117,04-10-2021,16-11-2026,23,16,15,Late,8
L00461,B00461,Plato,Sparks,16-12-1985,3276296821,velit@aol.net,CKH61SVP0EU,Business loans,157,8980079,23-01-2011,03-08-2025,145,35,29,Default,8
L00462,B00462,Linus,Chambers,16-11-1985,5780189209,montes.nascetur.ridiculus@outlook.ca,RHH83RFR2SW,Students Loans,169,1863999,15-12-2015,08-05-2030,86,7,4,Default,5
L00463,B00463,Ignacia,Green,12-09-1987,6586560866,augue.porttitor@aol.edu,YAI44VHS9EA,Business loans,192,2946507,21-09-2012,02-08-2025,125,64,46,Late,6
L00464,B00464,Garrison,Rivers,09-12-1987,7427452580,lacus.cras@icloud.couk,IHB45BST9PV,Personal Loans,117,1389153,16-09-2013,12-02-2028,113,9,7,Default,6
L00465,B00465,Doris,Molina,01-02-1984,9755923776,hymenaeos.mauris.ut@hotmail.edu,QPL44BOD7QY,LOAN_TYPE,106,3961209,06-07-2014,10-11-2025,105,6,4,Late,9
L00466,B00466,Janna,Walters,09-12-1988,3294365915,luctus.vulputate.nisi@icloud.com,BQQ53ENG3TI,Students Loans,74,9803797,01-08-2018,15-10-2025,62,27,18,Overdue,7
L00467,B00467,Wayne,Kelly,08-04-1989,5028711933,sollicitudin.adipiscing.ligula@hotmail.ca,FLS95NNY5VX,Personal Loans,23,2052956,15-04-2021,03-10-2030,22,24,18,Late,10
L00468,B00468,Valentine,Horne,12-06-1984,2090945926,a.ultricies.adipiscing@yahoo.net,LMM13PGD4IA,Auto loans,178,5391013,15-03-2012,22-08-2025,131,15,15,Overdue,7
L00469,B00469,Mariam,Rose,31-03-1988,8285238209,sed.diam@icloud.couk,BUX78XIK7WK,Home Loans,181,9104698,24-11-2013,28-08-2028,111,43,35,Late,7
L00470,B00470,TaShya,Stokes,20-04-1987,2308794585,magna@protonmail.ca,EIU95WFL0XF,Students Loans,129,1827535,12-02-2012,13-05-2028,123,10,6,Performing,10
L00471,B00471,Fiona,Hogan,08-02-1980,3880937167,luctus.lobortis@hotmail.net,NQY08FKQ2ZR,Business loans,156,8360120,22-05-2013,17-06-2027,117,17,15,Performing,9
L00472,B00472,Jeremy,Swanson,04-10-1982,9581386073,eget@aol.net,OEZ17BWO7UU,LOAN_TYPE,131,4624553,15-01-2017,24-11-2027,73,23,14,Overdue,7
L00473,B00473,Aladdin,Fleming,27-10-1988,9863475634,et.malesuada@yahoo.org,RPN76XLW5CQ,Students Loans,154,3098470,07-09-2018,22-03-2027,56,53,47,Overdue,8
L00474,B00474,Davis,Guy,29-11-1980,5478052669,eget.odio.aliquam@google.couk,WND01OKQ9JT,Personal Loans,177,3885585,05-12-2013,09-06-2026,118,26,18,Overdue,9
L00475,B00475,Arsenio,Mcneil,27-09-1984,3148236014,non.lobortis.quis@protonmail.com,RIX65KVH5WX,Auto loans,185,5968668,20-03-2013,16-06-2028,119,27,14,Performing,7
L00476,B00476,Karen,Harmon,30-11-1987,6976090194,sociosqu.ad@outlook.ca,IOU88HML4JI,Home Loans,125,9395949,19-11-2017,25-11-2024,63,27,18,Default,6
L00477,B00477,Chandler,Finch,09-12-1986,9086432052,ipsum.dolor@google.org,QKD13LXF3BR,Students Loans,196,3287251,31-07-2017,02-12-2029,67,34,23,Performing,10
L00478,B00478,Vance,Blake,26-07-1983,3250343697,commodo.ipsum@protonmail.org,XQG74YAB3BG,Business loans,139,5713744,09-12-2019,19-04-2025,42,18,18,Overdue,9
L00479,B00479,Linda,Chen,03-02-1984,3562023154,tincidunt.vehicula.risus@yahoo.com,MGE38VMB6CB,Personal Loans,156,4760164,25-02-2014,23-01-2030,108,19,15,Default,10
L00480,B00480,Naomi,Mcfarland,15-10-1982,9600394649,leo.cras@outlook.ca,ICS39TVV5FR,Students Loans,73,3214943,31-07-2017,20-09-2029,67,15,14,Performing,8
L00481,B00481,Jonas,Fitzpatrick,22-10-1983,3977746607,arcu.eu@aol.com,XEQ15FYS8WL,Auto loans,162,5655219,09-09-2010,21-08-2030,150,17,10,Late,7
L00482,B00482,Lenore,Hammond,27-05-1981,7716316560,arcu.vivamus.sit@hotmail.net,SXU26XUF8IC,Students Loans,157,3833025,17-05-2017,29-06-2025,69,34,32,Performing,6
L00483,B00483,Owen,Mercer,20-01-1987,3837895024,nullam.enim@icloud.org,XJN31DRG4TH,Auto loans,112,4214617,11-10-2016,17-09-2028,76,75,46,Late,6
L00484,B00484,Carl,Wilcox,10-01-1985,7407321979,a.enim.suspendisse@outlook.net,JIS67LXB3QC,Students Loans,100,7176870,18-03-2015,23-10-2026,95,8,5,Default,5
L00485,B00485,Elvis,Castillo,12-01-1981,7232108533,aliquam.ornare@yahoo.ca,YOC78FNA9DB,Auto loans,121,1921877,17-05-2014,05-05-2030,105,21,18,Late,8
L00486,B00486,Ila,Macdonald,01-06-1984,1060045985,lectus.convallis.est@outlook.ca,MDB10DBB3GX,Auto loans,70,5901591,05-11-2017,27-06-2026,70,28,26,Default,6
L00487,B00487,Zia,Ochoa,06-10-1989,1803177539,convallis.dolor.quisque@google.com,YXG61FKZ8XT,Home Loans,173,1673931,23-05-2022,19-12-2026,9,3,3,Overdue,7
L00488,B00488,Troy,Mcgee,18-09-1985,8710188500,nec.tellus@outlook.com,QKM28BYO7CN,Students Loans,135,5408409,12-11-2015,03-08-2029,87,5,4,Overdue,10
L00489,B00489,Gregory,Cruz,15-11-1982,2051740285,purus.sapien@outlook.net,LHB54RNM0WL,Home Loans,175,4617743,06-07-2011,03-04-2025,141,60,45,Overdue,7
L00490,B00490,Kimberley,Zamora,19-06-1986,3455643732,pharetra.nibh@aol.edu,XQR68VPH8HR,Personal Loans,131,411971,08-05-2019,04-08-2028,43,47,41,Overdue,5
L00491,B00001,Rashad,Duncan,26-01-1989,3947120758,libero.dui.nec@outlook.couk,CYU63GZH6GO,Students Loans,178,6513508,05-08-2022,26-05-2025,10,65,10,Default,8
L00492,B00002,Medge,Foley,13-02-1989,3121318937,lacus.nulla.tincidunt@google.edu,RUE23OMY6EC,Business loans,193,1004823,05-05-2017,26-08-2026,70,64,47,Default,8
L00493,B00003,Ayanna,Morton,04-09-1988,9387882934,justo.nec@google.com,WYM31RXM3DU,Students Loans,152,3594495,01-11-2016,01-01-2025,86,6,5,Default,8
L00494,B00004,Daquan,Donovan,17-05-1981,9371279634,nunc.quisque@google.com,NSH18MFA1UO,Auto loans,115,6000075,03-09-2016,08-02-2025,84,21,15,Overdue,7
L00495,B00005,Ariana,Richardson,28-10-1985,6318076071,libero.proin@yahoo.net,FEL38KOR3JR,Home Loans,85,6660170,20-05-2021,29-07-2030,21,12,10,Late,6
L00496,B00006,Nathan,Owen,30-12-1981,9967576217,aliquam.nisl@google.edu,SHH95AIR4YE,Business loans,99,2989514,12-07-2020,24-05-2026,27,40,23,Late,7
L00497,B00007,Shafira,George,05-11-1983,2587632690,arcu.vel@google.couk,IDR69ZOU4MY,Home Loans,119,6200980,21-05-2014,05-01-2027,105,25,24,Late,9
L00498,B00008,Teegan,Huffman,17-01-1985,1477956935,taciti.sociosqu@yahoo.net,QDY95QKL0KK,Students Loans,25,8530618,30-01-2022,08-09-2025,13,38,13,Overdue,6
L00499,B00009,Price,Jordan,02-11-1982,6951578879,dolor.tempus.non@yahoo.net,RYB61LHE4IM,Auto loans,94,4876984,02-03-2022,11-06-2025,13,10,9,Late,7
L00500,B00010,Lani,Carter,08-12-1980,6176585577,neque.in@outlook.com,ROE96YMZ6NB,Personal Loans,171,7959625,27-08-2013,14-09-2029,114,71,41,Late,7
